vehicle_name,year,miles,price,transmission,fuel_type,drivetrain,exterior_color,vin,mpg,engine
Hyundai Tucson SE,2018,"71,615 ","19,594",6-Speed Automatic,Gasoline , Front-wheel Drive , Dazzling White , KM8J23A48JU674372 ,,2.0L I4 16V GDI DOHC
Nissan Rogue S,2018,"72,106 ","19,800",Automatic CVT,Gasoline , All-wheel Drive , Magnetic Black , KNMAT2MV1JP502313 ,,2.5L I4 16V MPFI DOHC
GMC Terrain Denali,2016,"100,397 ","19,819",6-Speed Automatic,Gasoline , All-wheel Drive , Ebony Twilight Metallic , 2GKFLVE33G6186723 ,,3.6L V6 24V GDI DOHC
Chevrolet Equinox LT,2017,"60,631 ","19,846",6-Speed Automatic,Gasoline , All-wheel Drive , Mosaic Black , 2GNFLFEKXH6321990 ,,2.4L I4 16V GDI DOHC
Buick Enclave Leather,2016,"83,216 ","19,888",6-Speed Automatic,Gasoline , Front-wheel Drive , Ebony Twilight Metallic , 5GAKRBKD3GJ279427 ,,3.6L V6 24V GDI DOHC
Jeep Renegade Sport,2017,"58,699 ","19,888",9-Speed Automatic,Gasoline , Four-wheel Drive , Alpine White , ZACCJBAB1HPE61087 ,,2.4L I4 16V MPFI SOHC
Kia Sportage EX,2017,"74,619 ","19,896",6-Speed Automatic,Gasoline , All-wheel Drive , Pacific Blue , KNDPNCAC2H7118631 ,,2.4L I4 16V GDI DOHC
Hyundai Venue SE,2020,"25,289 ","19,933",IVT,Gasoline , Front-wheel Drive , Galactic Gray , KMHRB8A32LU031283 , –,1.6L I4 16V MPFI DOHC
Dodge Journey Crossroad,2017,"67,935 ","19,950",Automatic,Gasoline , Front-wheel Drive , Vice White , 3C4PDCGG8HT626465 ,,3.6L V6 24V MPFI DOHC
Ford Edge SE,2017,"56,869 ","19,950",6-Speed Automatic,Gasoline , All-wheel Drive , Magnetic , 2FMPK4G91HBB74847 ,,2.0L I4 16V GDI DOHC Turbo
Dodge Journey SE,2018,"70,166 ","19,982",4-Speed Automatic,Gasoline , Front-wheel Drive , Vice White , 3C4PDCAB4JT534935 ,,2.4L I4 16V MPFI DOHC
Hyundai Tucson Sport,2016,"70,491 ","19,987",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Chromium Silver , KM8J33A29GU033607 ,,1.6L I4 16V GDI DOHC Turbo
Buick Encore Preferred,2018,"36,353 ","19,990",6-Speed Automatic,Gasoline , Front-wheel Drive , Gray , KL4CJASB9JB561277 ,,1.4L I4 16V MPFI DOHC Turbo
Mazda CX-3 Touring,2016,"59,663 ","19,990",6-Speed Automatic,Gasoline , All-wheel Drive , Meteor Gray Mica , JM1DKBC74G0116960 ,,2.0L I4 16V GDI DOHC
Nissan Pathfinder S,2016,"98,196 ","19,990",Automatic CVT,Gasoline , Four-wheel Drive , Cayenne Red , 5N1AR2MM0GC649028 ,,3.5L V6 24V MPFI DOHC
Ford Escape SE,2018,"90,452 ","19,991",6-Speed Automatic,Gasoline , Four-wheel Drive , White , 1FMCU9GD5JUC88652 ,,1.5L I4 16V GDI DOHC Turbo
Jeep Renegade Latitude,2016,"60,701 ","19,991",9-Speed Automatic,Gasoline , Four-wheel Drive , Carbon Black Metallic , ZACCJBBT4GPD53715 ,,2.4L I4 16V MPFI SOHC
Nissan Murano S,2016,"83,110 ","19,994",Automatic CVT,Gasoline , Front-wheel Drive , Brilliant Silver , 5N1AZ2MG8GN119906 ,,3.5L V6 24V MPFI DOHC
Mazda CX-5 Touring,2016,"78,090 ","19,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Crystal White Pearl , JM3KE2CY4G0851050 ,,2.5L I4 16V GDI DOHC
Ford Explorer XLT,2017,"152,395 ","19,995",6-Speed Automatic,E85 Flex Fuel , Front-wheel Drive , Magnetic , 1FM5K7D8XHGB22128 ,,3.5L V6 24V MPFI DOHC Flexible Fuel
Jeep Cherokee Latitude,2019,"62,637 ","19,995",9-Speed Automatic,Gasoline , Front-wheel Drive , Diamond Black , 1C4PJLCB8KD160259 ,,2.4L I4 16V MPFI SOHC
Ford Escape SE,2016,"26,959 ","19,995",6-Speed Automatic,Gasoline , Four-wheel Drive , Ingot Silver , 1FMCU9GX1GUB04293 ,,1.6L I4 16V GDI DOHC Turbo
Mitsubishi Outlander ES,2018,"83,180 ","19,995",Automatic CVT,Gasoline , Four-wheel Drive , Black , JA4AZ3A31JJ002947 ,,2.4L I4 16V MPFI SOHC
Ford Edge SEL,2018,"88,252 ","19,995",6-Speed Automatic,Gasoline , Front-wheel Drive , White Platinum Tri-Coat Metallic , 2FMPK3J93JBC32837 ,,2.0L I4 16V GDI DOHC Turbo
FIAT 500X Trekking,2018,"53,590 ","19,995",9-Speed Automatic,Gasoline , Front-wheel Drive , Bianco Gelato White , ZFBCFXCB4JP694172 ,,2.4L I4 16V MPFI SOHC
Chevrolet Trax LS,2018,"23,348 ","19,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Summit White , KL7CJKSB9JB604623 ,,1.4L I4 16V MPFI DOHC Turbo
Jeep Compass Sport,2018,"66,594 ","19,998",6-Speed Manual,Gasoline , Front-wheel Drive , Billet Silver Metallic Clearcoat , 3C4NJCAB7JT145058 ,,2.4L I4 16V MPFI SOHC
Volkswagen Tiguan S,2016,"46,382 ","19,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Pure White , WVGAV7AX3GW596363 ,,2.0L I4 16V GDI DOHC Turbo
Volkswagen Tiguan Limited 2.0T S,2017,"32,494 ","19,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Pepper Gray , WVGAV7AX3HK045763 ,,2.0L I4 16V GDI DOHC Turbo
Hyundai Tucson SE,2016,"83,814 ","19,998",6-Speed Automatic,Gasoline , All-wheel Drive , Black Noir Pearl , KM8J3CA46GU122536 ,,2.0L I4 16V GDI DOHC
Jeep Renegade Sport,2016,"49,201 ","19,998",9-Speed Automatic,Gasoline , Front-wheel Drive , Tan , ZACCJAAT0GPC76322 ,,2.4L I4 16V MPFI SOHC
Ford Edge SE,2016,"78,643 ","19,998",6-Speed Automatic,Gasoline , FWD , Gray , 2FMPK3G97GBC00294 ,,2.0L I4 16V GDI DOHC Turbo
Ford EcoSport S,2018,"20,279 ","19,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue , MAJ3P1RE9JC230428 ,,1.0L I3 12V GDI DOHC Turbo
GMC Terrain SLE-1,2016,"56,704 ","19,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Red , 2GKALMEK4G6139132 ,,2.4L I4 16V GDI DOHC
Nissan Juke SV,2017,"40,654 ","19,998",Automatic CVT,Gasoline , Front-wheel Drive , Cosmic Blue , JN8AF5MR5HT705044 ,,1.6L I4 16V GDI DOHC Turbo
Nissan Rogue S,2017,"77,205 ","19,998",Automatic CVT,Gasoline , Front-wheel Drive , Glacier White , KNMAT2MT4HP514710 ,,2.5L I4 16V MPFI DOHC
Jeep Renegade Latitude,2017,"54,095 ","19,998",6-Speed Manual,Gasoline , Front-wheel Drive , Silver , ZACCJABH5HPG59202 ,,1.4L I4 16V MPFI SOHC Turbo
Nissan Rogue SV,2019,"93,863 ","19,999",Automatic CVT,Gasoline , Front-wheel Drive , Caspian Blue Metallic , KNMAT2MT8KP512479 ,,2.5L I4 16V MPFI DOHC
Honda CR-V EX,2016,"96,096 ","19,999",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 3CZRM3H54GG702769 ,,2.4L I4 16V GDI DOHC
Kia Sportage EX,2017,"52,479 ","19,999",Automatic,Gasoline , Front-wheel Drive , Sparkling Silver , KNDPN3AC5H7239850 ,,Regular Unleaded I-4 2.4 L/144
Nissan Rogue S,2018,"41,869 ","19,999",Variable,Gasoline , All-wheel Drive , Magnetic Black , KNMAT2MV3JP615521 ,,Regular Unleaded I-4 2.5 L/152
Chevrolet Trax LT,2019,"30,261 ","19,999",Automatic,Gasoline , All-wheel Drive , Mosaic Black Metallic , KL7CJPSB7KB913277 ,,Turbocharged Gas 4-Cyl 1.4L/83
Hyundai Tucson SE,2017,"37,609 ","19,999",Automatic,Gasoline , All-wheel Drive , Coliseum Gray , KM8J3CA4XHU444050 ,,Regular Unleaded I-4 2.0 L/122
Jeep Renegade Limited,2016,"33,656 ","19,999",Automatic,Gasoline , Four-wheel Drive , Colorado Red , ZACCJBDT7GPC73824 ,,Regular Unleaded I-4 2.4 L/144
Chevrolet Trax LT,2020,"22,318 ","19,999",Automatic,Gasoline , Front-wheel Drive , Summit White , KL7CJLSB7LB321386 ,,Turbocharged Gas 4-Cyl 1.4L/
Dodge Journey SE,2019,"24,637 ","19,999",Automatic,Gasoline , Front-wheel Drive , Destroyer Gray Clearcoat , 3C4PDCAB2KT738165 ,,Regular Unleaded I-4 2.4 L/144
Hyundai Tucson Sport,2016,"48,508 ","19,999",Automatic,Gasoline , Front-wheel Drive , Coliseum Grey , KM8J33A28GU181585 ,,Intercooled Turbo Regular Unleaded I-4 1.6 L/97
Hyundai Kona SE,2020,"38,746 ","19,999",Automatic,Gasoline , Front-wheel Drive , Ultra Black , KM8K12AA4LU472056 ,,Regular Unleaded I-4 2.0 L/122
Kia Sportage LX,2019,"46,965 ","19,999",Automatic,Gasoline , All-wheel Drive , Sparkling Silver , KNDPMCAC3K7575569 ,,Regular Unleaded I-4 2.4 L/144
Nissan Rogue SV,2019,"61,445 ","19,999",Variable,Gasoline , Front-wheel Drive , Glacier White , KNMAT2MT5KP535914 ,,Regular Unleaded I-4 2.5 L/152
Jeep Renegade Trailhawk,2016,"58,289 ","19,999",Automatic,Gasoline , Four-wheel Drive , Anvil , ZACCJBCT7GPD71348 ,,Regular Unleaded I-4 2.4 L/144
Jeep Renegade Sport,2019,"50,146 ","19,999",Automatic,Gasoline , Four-wheel Drive , Granite Crystal Metallic Clearcoat , ZACNJBAB4KPK62029 ,,Regular Unleaded I-4 2.4 L/144
Mazda CX-5 Sport,2016,"64,563 ","19,999",6-Speed Automatic,Gasoline , Front-wheel Drive , Sonic Silver Metalic , JM3KE2BY8G0860478 ,,2.5L I4 16V GDI DOHC
Subaru Outback 2.5i,2016,"127,212 ","19,999",Automatic CVT,Gasoline , All-wheel Drive , Carbide Gray Metallic , 4S4BSAAC8G3273970 ,,2.5L H4 16V MPFI DOHC
Kia Sportage EX,2017,"61,443 ","19,999",Automatic,Gasoline , All-wheel Drive , Mineral Silver , KNDPNCAC0H7058770 ,,Regular Unleaded I-4 2.4 L/144
Chevrolet Trax LS,2020,"25,709 ","19,999",Automatic,Gasoline , Front-wheel Drive , Mosaic Black Metallic , KL7CJKSB9LB325904 ,,Turbocharged Gas 4-Cyl 1.4L/
Ford Explorer Base,2016,"126,335 ","19,999",6-Speed Automatic,Gasoline , Four-wheel Drive , White , 1FM5K8B86GGD32507 ,,3.5L V6 24V MPFI DOHC
Jeep Compass Latitude,2017,"31,101 ","19,999",Automatic,Gasoline , Four-wheel Drive , Black Clearcoat , 1C4NJDEB5HD110857 ,,Regular Unleaded I-4 2.4 L/144
Toyota RAV4 LE,2016,"103,195 ","20,000",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 2T3ZFREV4GW285807 ,,2.5L I4 16V MPFI DOHC
Ford Escape SE,2018,"84,440 ","20,000",6-Speed Automatic,Gasoline , Four-wheel Drive , Magnetic Metallic , 1FMCU9GD4JUC12873 ,,1.5L I4 16V GDI DOHC Turbo
Ford EcoSport SE,2019,"63,361 ","20,057",6-Speed Automatic,Gasoline , Front-wheel Drive , Shadow Black , MAJ3S2GE8KC258102 ,,1.0L I3 12V GDI DOHC Turbo
Chevrolet Traverse 2LT,2016,"62,910 ","20,150",6-Speed Automatic,Gasoline , Front-wheel Drive , Iridescent Pearl Tricoat , 1GNKRHKD7GJ336866 ,,3.6L V6 24V GDI DOHC
Nissan Pathfinder SV,2017,"66,261 ","20,200",Automatic CVT,Gasoline , Four-wheel Drive , White , 5N1DR2MM6HC626853 ,,3.5L V6 24V GDI DOHC
Honda CR-V LX,2016,"62,516 ","20,250",Automatic CVT,Gasoline , All-wheel Drive , Black , 5J6RM4H30GL101141 ,,2.4L I4 16V GDI DOHC
Nissan Rogue SV,2018,"86,536 ","20,300",Automatic CVT,Gasoline , All-wheel Drive , Glacier White , KNMAT2MV4JP562344 ,,2.5L I4 16V MPFI DOHC
Ford Escape SE,2018,"22,646 ","20,398",6-Speed Automatic,Gasoline , Front-wheel Drive , Tan / Brown , 1FMCU0GD0JUA68007 ,,1.5L I4 16V GDI DOHC Turbo
Hyundai Santa Fe Sport 2.4L,2018,"65,682 ","20,399",6-Speed Automatic,Gasoline , Front-wheel Drive , Sparkling Silver , 5XYZT3LB7JG525887 ,,2.4L I4 16V GDI DOHC
Chevrolet Equinox L,2017,"64,257 ","20,446",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver Ice Metallic , 2GNALAEKXH1504235 ,,2.4L I4 16V GDI DOHC
Mazda CX-5 Grand Touring,2016,"65,515 ","20,450",6-Speed Automatic,Gasoline , Front-wheel Drive , Crystal White Pearl , JM3KE2DY0G0777169 ,,2.5L I4 16V GDI DOHC
Nissan Rogue Sport S,2017,"24,058 ","20,495",Automatic CVT,Gasoline , Front-wheel Drive , Palatial Ruby , JN1BJ1CP4HW023393 ,,2.0L I4 16V GDI DOHC
Mitsubishi Eclipse Cross SE,2018,"41,215 ","20,499",Variable,Gasoline , Four-wheel Drive , Tarmac Black Metallic , JA4AT5AA5JZ038816 ,,Intercooled Turbo Regular Unleaded I-4 1.5 L/91
Buick Enclave Leather,2016,"106,493 ","20,499",Automatic,Gasoline , Front-wheel Drive , Summit White , 5GAKRBKD0GJ200814 ,,Gas V6 3.6L/217
Ford EcoSport SE,2020,"23,838 ","20,499",Automatic,Gasoline , Four-wheel Drive , Ruby Red Metallic Tinted Clearcoat , MAJ6S3GL0LC352302 ,,Regular Unleaded I-4 2.0 L/122
Kia Sportage LX,2019,"34,340 ","20,499",Automatic,Gasoline , Front-wheel Drive , Black Cherry , KNDPM3AC7K7549282 ,,Regular Unleaded I-4 2.4 L/144
Kia Sportage EX,2018,"60,539 ","20,499",Automatic,Gasoline , All-wheel Drive , Snow White Pearl , KNDPNCAC4J7477906 ,,Regular Unleaded I-4 2.4 L/144
Chevrolet Equinox LS,2019,"62,288 ","20,499",Automatic,Gasoline , All-wheel Drive , Nightfall Gray Metallic , 2GNAXSEV3K6101759 ,,Turbocharged Gas I4 1.5L/92
Ford Edge SEL,2016,"48,069 ","20,499",Automatic,Gasoline , Front-wheel Drive , Silver , 2FMPK3J95GBB73377 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
Chevrolet Equinox LS,2019,"65,904 ","20,499",Automatic,Gasoline , Front-wheel Drive , Storm Blue Metallic , 3GNAXHEV8KL214931 ,,Turbocharged Gas I4 1.5L/92
Jeep Renegade Sport,2018,"50,128 ","20,499",Automatic,Gasoline , Four-wheel Drive , Anvil , ZACCJBAB6JPH57065 ,,Regular Unleaded I-4 2.4 L/144
Ford Explorer XLT,2016,"97,453 ","20,499",Automatic,Gasoline , Four-wheel Drive , Black , 1FM5K8DHXGGB57661 ,,Intercooled Turbo Premium Unleaded I-4 2.3 L/140
Buick Encore Preferred,2019,"17,875 ","20,499",Automatic,Gasoline , Front-wheel Drive , Summit White , KL4CJASB3KB815681 ,,Turbocharged I4 1.4/83
Ford EcoSport Titanium,2018,"33,750 ","20,499",Automatic,Gasoline , Four-wheel Drive , Smoke , MAJ6P1WL9JC195129 ,,Regular Unleaded I-4 2.0 L/122
Buick Encore Preferred,2018,"30,205 ","20,499",Automatic,Gasoline , All-wheel Drive , Coppertino Metallic , KL4CJESB9JB602286 ,,Turbocharged I4 1.4/83
Chevrolet Trax LT,2020,"40,583 ","20,499",Automatic,Gasoline , Front-wheel Drive , Summit White , KL7CJLSB1LB059686 ,,Turbocharged Gas 4-Cyl 1.4L/
GMC Terrain SLE,2019,"83,379 ","20,499",Automatic,Gasoline , Front-wheel Drive , Quicksilver Metallic , 3GKALMEV8KL296063 ,,Turbocharged Gas/E15 I4 1.5L/92
Mitsubishi Outlander GT,2016,"75,540 ","20,500",6-Speed Automatic,Gasoline , Four-wheel Drive , Gray , JA4JZ4AX8GZ026889 ,,3.0L V6 24V MPFI SOHC
Ford Edge SEL,2017,"56,675 ","20,500",6-Speed Automatic,Gasoline , Front-wheel Drive , Ingot Silver , 2FMPK3J83HBC65726 ,,3.5L V6 24V MPFI DOHC
Hyundai Santa Fe Sport 2.4L,2017,"71,245 ","20,500",6-Speed Automatic,Gasoline , Front-wheel Drive , Twilight Black , 5NMZU3LB1HH010512 ,,2.4L I4 16V GDI DOHC
Subaru Outback 2.5i Limited,2016,"96,753 ","20,500",Automatic CVT,Gasoline , All-wheel Drive , Lapis Blue Pearl , 4S4BSANC3G3286443 ,,2.5L H4 16V MPFI DOHC
Nissan Rogue SV,2019,"72,389 ","20,522",Automatic CVT,Gasoline , Front-wheel Drive , Brilliant Silver Metallic , KNMAT2MT1KP541743 ,,2.5L I4 16V MPFI DOHC
Ford Escape SEL,2018,"54,343 ","20,565",6-Speed Automatic,Gasoline , Four-wheel Drive , Lightning Blue Metallic , 1FMCU9HD8JUA99556 ,,1.5L I4 16V GDI DOHC Turbo
Ford Escape S,2017,"27,862 ","20,589",6-Speed Automatic,Gasoline , Front-wheel Drive , Ingot Silver , 1FMCU0F77HUD60582 ,,2.5L I4 16V MPFI DOHC
Ford Escape S,2018,"33,312 ","20,591",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue Metallic , 1FMCU0F72JUC60363 ,,2.5L I4 16V MPFI DOHC
Nissan Rogue SV,2016,"33,308 ","20,600",Automatic CVT,Gasoline , Front-wheel Drive , Cayenne Red , KNMAT2MT7GP689483 ,,2.5L I4 16V MPFI DOHC
Volkswagen Tiguan Limited 2.0T,2018,"19,918 ","20,699",6-Speed Automatic with Tiptronic,Gasoline , Front-wheel Drive , Pacific Blue , WVGAV7AX2JK001193 ,,2.0L I4
Subaru Crosstrek 2.0i Premium,2017,"75,095 ","20,700",Automatic CVT,Gasoline , All-wheel Drive , Venetian Red Pearl , JF2GPABC6HH231815 ,,2.0L H4 16V MPFI DOHC
Jeep Cherokee Latitude Plus,2019,"96,925 ","20,759",9-Speed Automatic,Gasoline , Front-wheel Drive , Gray , 1C4PJLLX5KD240484 ,,3.2L V6 24V MPFI DOHC
Ford Flex Limited,2017,"89,229 ","20,810",6-Speed Automatic,Gasoline , All-wheel Drive , Ingot Silver Metallic , 2FMHK6D82HBA02810 ,,3.5L V6 24V MPFI DOHC
Jeep Renegade Latitude,2018,"48,183 ","20,831",9-Speed Automatic,Gasoline , Front-wheel Drive , Glacier Metallic , ZACCJABB0JPG92612 ,,2.4L I4 16V MPFI SOHC
Chevrolet Traverse 2LT,2016,"115,416 ","20,880",6-Speed Automatic,Gasoline , All-wheel Drive , Black , 1GNKVHKD8GJ200404 ,,3.6L V6 24V GDI DOHC
Ford Explorer XLT,2017,"91,156 ","20,886",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver , 1FM5K7DH6HGB07416 ,,2.3L I4 16V GDI DOHC Turbo
Chevrolet Equinox 1LT,2017,"67,595 ","20,888",6-Speed Automatic,Gasoline , All-wheel Drive , Black , 2GNFLFEK1H6317908 ,,2.4L I4 16V GDI DOHC
Jeep Renegade Latitude,2017,"29,731 ","20,891",9-Speed Automatic,Gasoline , Front-wheel Drive , Anvil , ZACCJABB7HPG06688 ,,2.4L I4 16V MPFI SOHC
Mazda CX-3 Touring,2017,"35,556 ","20,898",6-Speed Automatic,Gasoline , Front-wheel Drive , Soul Red Metallic , JM1DKDC78H0166385 ,,2.0L I4 16V GDI DOHC
Subaru Outback 2.5i Limited,2016,"108,799 ","20,898",Automatic CVT,Gasoline , All-wheel Drive , Tungsten Metallic , 4S4BSANC1G3323635 ,,2.5L H4 16V MPFI DOHC
Nissan Rogue Sport SV,2018,"79,863 ","20,900",Automatic CVT,Gasoline , Front-wheel Drive , Brilliant Silver , JN1BJ1CP0JW106423 ,,2.0L I4 16V GDI DOHC
Nissan Rogue S,2019,"56,113 ","20,920",Automatic CVT,Gasoline , Front-wheel Drive , Glacier White , 5N1AT2MT9KC773445 ,,2.5L I4 16V MPFI DOHC
Ford Explorer XLT,2016,"67,620 ","20,950",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 1FM5K7D82GGA97966 ,,3.5L V6 24V MPFI DOHC
Buick Encore Essence,2019,"64,216 ","20,988",6-Speed Automatic,Gasoline , Front-wheel Drive , Winterberry Red Metallic , KL4CJCSM9KB778259 ,,1.4L I4 16V GDI DOHC Turbo
Chevrolet Equinox LS,2017,"37,640 ","20,990",6-Speed Automatic,Gasoline , Front-wheel Drive , Summit White , 2GNALBEK6H1555561 ,,2.4L I4 16V GDI DOHC
Lincoln MKC Premiere,2017,"65,470 ","20,990",6-Speed Automatic,Gasoline , Front-wheel Drive , Gold , 5LMCJ1C98HUL19721 ,,2.0L I4 16V GDI DOHC Turbo
GMC Acadia SLE-2,2016,"94,110 ","20,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Summit White , 1GKKRPKD0GJ259345 ,,3.6L V6 24V GDI DOHC
Ford EcoSport Titanium,2018,"46,222 ","20,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver , MAJ3P1VE7JC214086 ,,1.0L I3 12V GDI DOHC Turbo
Toyota C-HR XLE,2018,"79,286 ","20,998",Automatic CVT,Gasoline , Front-wheel Drive , Blue , JTNKHMBX0J1007069 ,,2.0L I4 16V MPFI DOHC
Jeep Renegade Altitude,2018,"43,097 ","20,998",9-Speed Automatic,Gasoline , Front-wheel Drive , White , ZACCJABB9JPH47381 ,,2.4L I4 16V MPFI SOHC
Buick Encore Preferred,2017,"45,802 ","20,998",6-Speed Automatic,Gasoline , Front-wheel Drive , White , KL4CJASB6HB063757 ,,1.4L I4 16V MPFI DOHC Turbo
GMC Acadia SLE-1,2016,"51,505 ","20,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Summit White , 1GKKRNED4GJ344284 ,,3.6L V6 24V GDI DOHC
Kia Sportage LX,2017,"73,813 ","20,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver , KNDPM3AC8H7140328 ,,2.4L I4 16V GDI DOHC
Kia Sorento LX,2018,"81,258 ","20,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Sparkling Silver , 5XYPG4A55JG346519 ,,3.3L V6 24V GDI DOHC
Nissan Rogue SV,2016,"39,175 ","20,998",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , 5N1AT2MT3GC820332 ,,2.5L I4 16V MPFI DOHC
Jeep Renegade Sport,2017,"55,811 ","20,998",9-Speed Automatic,Gasoline , Four-wheel Drive , Gray , ZACCJBAB9HPE69258 ,,2.4L I4 16V MPFI SOHC
Hyundai Kona SE,2018,"20,369 ","20,999",Automatic,Gasoline , Front-wheel Drive , Ultra Black , KM8K12AA3JU089254 ,,Regular Unleaded I-4 2.0 L/122
Ford EcoSport SES,2020,"37,371 ","20,999",Automatic,Gasoline , Four-wheel Drive , Gray , MAJ6S3JL6LC359179 ,,Regular Unleaded I-4 2.0 L/122
Nissan Rogue S,2020,"54,075 ","20,999",Variable,Gasoline , All-wheel Drive , Gun Metallic , 5N1AT2MV1LC713128 ,,Regular Unleaded I-4 2.5 L/152
Subaru Outback Premium,2017,"82,871 ","20,999",Variable,Gasoline , All-wheel Drive , Crystal White Pearl , 4S4BSAFC1H3401072 ,,Regular Unleaded H-4 2.5 L/152
Volkswagen Tiguan Limited 2.0T 4MOTION,2018,"39,104 ","20,999",Automatic,Gasoline , All-wheel Drive , Black , WVGBV7AX1JK001528 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/121
Nissan Pathfinder SV,2017,"78,244 ","20,999",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , 5N1DR2MN9HC904220 ,,3.5L V6 24V GDI DOHC
Chevrolet Equinox LT,2017,"38,894 ","20,999",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 2GNALCEK7H1617801 ,,2.4L I4 16V GDI DOHC
Nissan Pathfinder SL,2016,"94,086 ","20,999",Variable,Gasoline , Four-wheel Drive , Gun Metallic , 5N1AR2MM0GC671403 ,,Regular Unleaded V-6 3.5 L/213
Chevrolet Equinox 1LT,2019,"55,230 ","20,999",Automatic,Gasoline , Front-wheel Drive , Nightfall Gray Metallic , 2GNAXJEV3K6242275 ,,Turbocharged Gas I4 1.5L/92
Chevrolet Traverse LS,2017,"103,850 ","20,999",6-Speed Automatic,Gasoline , Front-wheel Drive , Summit White , 1GNKRFED1HJ286385 ,,3.6L V6 24V GDI DOHC
Nissan Rogue SV,2019,"47,806 ","20,999",Variable,Gasoline , Front-wheel Drive , Magnetic Black Pearl , KNMAT2MT4KP510034 ,,Regular Unleaded I-4 2.5 L/152
Toyota RAV4 LE,2017,"68,992 ","20,999",Automatic,Gasoline , Front-wheel Drive , Barcelona Red Metallic , JTMZFREV2HJ143388 ,,Regular Unleaded I-4 2.5 L/152
Hyundai Kona SE,2020,"30,652 ","20,999",Automatic,Gasoline , Front-wheel Drive , Chalk White , KM8K12AA2LU512831 ,,Regular Unleaded I-4 2.0 L/122
Ford Explorer XLT,2016,"73,094 ","21,200",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 1FM5K7D89GGB63493 ,,3.5L V6 24V MPFI DOHC
Mitsubishi Outlander Sport SE,2020,"33,740 ","21,229",Automatic CVT,Gasoline , Front-wheel Drive , Blue , JA4AP3AU9LU001612 ,,2.0L I4 16V MPFI DOHC
Subaru Outback 2.5i Limited,2017,"128,751 ","21,292",Automatic CVT,Gasoline , All-wheel Drive , Ice Silver Metallic , 4S4BSANCXH3333002 ,,2.5L H4 16V MPFI DOHC
Ford Escape SE,2017,"31,024 ","21,300",6-Speed Automatic,Gasoline , Front-wheel Drive , Lightning Blue , 1FMCU0GD5HUE73886 ,,1.5L I4 16V GDI DOHC Turbo
Buick Encore Essence,2019,"59,979 ","21,301",6-Speed Automatic,Gasoline , Front-wheel Drive , Satin Steel , KL4CJCSM9KB869774 ,,1.4L I4 16V GDI DOHC Turbo
Nissan Juke S,2017,"18,945 ","21,398",Automatic CVT,Gasoline , All-wheel Drive , White , JN8AF5MV1HT752777 ,,1.6L I4 16V GDI DOHC Turbo
Jeep Cherokee Latitude,2016,"69,998 ","21,450",9-Speed Automatic,Gasoline , Four-wheel Drive , Bright White Clearcoat , 1C4PJMCS9GW205372 ,,3.2L V6 24V MPFI DOHC
Buick Encore Preferred,2018,"44,448 ","21,488",6-Speed Automatic,Gasoline , Front-wheel Drive , Graphite Gray Metallic , KL4CJASB9JB678700 ,,1.4L I4 16V MPFI DOHC Turbo
Buick Encore Essence,2019,"60,174 ","21,488",6-Speed Automatic,Gasoline , Front-wheel Drive , Winterberry Red Metallic , KL4CJCSM1KB909233 ,,1.4L I4 16V GDI DOHC Turbo
Buick Encore Essence,2019,"58,386 ","21,488",6-Speed Automatic,Gasoline , Front-wheel Drive , Satin Steel Metallic , KL4CJCSM1KB806717 ,,1.4L I4 16V GDI DOHC Turbo
Nissan Kicks SV,2018,"41,395 ","21,492",Automatic CVT,Gasoline , Front-wheel Drive , Super Black , 3N1CP5CU9JL536120 ,,1.6L I4 16V MPFI DOHC
Audi Q3 2.0T Premium,2017,"82,539 ","21,499",Automatic,Gasoline , Front-wheel Drive , Utopia Blue Metallic , WA1BCCFS5HR016089 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/121
Kia Sorento L,2019,"61,265 ","21,499",Automatic,Gasoline , Front-wheel Drive , Sparkling Silver , 5XYPG4A38KG579231 ,,Regular Unleaded I-4 2.4 L/144
